Interaction,Feynman Diagram,Amplitude,Squared Amplitude
AntiPart u eps (X) d eta (X)^(*) to AntiPart u alpha (X)^(*) d beta (X),"Vertex V_1:d(X_2), d(X_4),  OffShell G(V_1), Vertex V_0:AntiPart u(X_1), AntiPart u(X_3),  OffShell G(V_0),",+ * * * NEG 1/4 i ^ g_2 gamma / * * lor_spi b_spi_gamma_lor_spi + * * * d_col_idx_2_spi_pu_star d_idx_0_b_spi_pu_u_col_idx_0_spi_pv_star u_col_idx_2_spi_pv * * * * NEG 1/3 d_col_idx_4_spi_pu_star d_idx_4 b_spi_pu_u_col_idx_2_spi_pv_star u_col_idx_2_spi_pv + + mass_u_sq NEG s * 1/2 reg_prop,+ * * * NEG 1/144 ^ g_4 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2 / * * * 1/16 i ^ g_2 + / * * i ^ g_2 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 32/9 i ^ g_2 + + + + * ^ 2 ^ 2 * * NEG 1/2 ^ 2 s_s * * 1/2 s_s * * NEG 1/2 ^ 2 s_s * * 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop
AntiPart u eps (X) AntiPart d eps (X) to AntiPart u eta (X)^(*) AntiPart d alpha (X)^(*),"Vertex V_1:AntiPart d(X_2), AntiPart d(X_4),  OffShell G(V_1), Vertex V_0:AntiPart u(X_1), AntiPart u(X_3),  OffShell G(V_0),",+ * * * 1/12 i ^ g_2 gamma / * * lor_spi_del_col gamma_lor_spi + * * * d_idx_7_spi_pv_star d_col_idx_7_del_col_pv_u_col_idx_4_spi_pv_u_col_idx_4_spi_pv_star * * * * NEG 3 d_idx_6_spi_pv_star d_col_idx_4_del_col_pv_u_col_idx_6_spi_pv_u_col_idx_4_spi_pv_star + + mass_u_sq NEG s * 1/2 reg_prop,+ * * * NEG 1/16 ^ g_4 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2 / * * * 1/144 i ^ g_2 + / * * i ^ g_2 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 32 i ^ g_2 + + + + * ^ 2 ^ 2 * * NEG 1/2 ^ 2 s_s * * 1/2 s_s * * NEG 1/2 ^ 2 s_s * * 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop
u alpha (X)^(*) s beta (X)^(*) to u gam (X) s del (X),"Vertex V_1:s(X_2), s(X_4),  OffShell G(V_1), Vertex V_0:u(X_1), u(X_3),  OffShell G(V_0),",+ * * * NEG 1/4 i ^ g_2 gamma / * * lor_spi_spi gamma_lor_spi_col + * * * s u_col_idx_0_spi_pu_star u_col_idx_6_spi_pu * * * * NEG 1/3 s u_col_idx_6_spi_pu_star u_col_idx_6_spi_pu + + mass_u_sq NEG s * 1/2 reg_prop,+ * * * NEG 1/144 ^ g_4 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2 / * * * 1/16 i ^ g_2 + / * * i ^ g_2 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 32/9 i ^ g_2 + + + + * ^ 2 ^ 2 * * NEG 1/2 ^ 2 s_s * * 1/2 s_s * * NEG 1/2 ^ 2 s_s * * 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop
u alpha (X)^(*) AntiPart s eps (X) to u eta (X) AntiPart s alpha (X)^(*),"Vertex V_1:AntiPart s(X_2), AntiPart s(X_4),  OffShell G(V_1), Vertex V_0:u(X_1), u(X_3),  OffShell G(V_0),",+ * * * 1/12 i ^ g_2 gamma / * * lor_spi_del_col gamma_lor_spi_col + * * * s_idx_7_del_col_pv_s_idx_7_spi_pv_star u_col Adel_col_pu_u_col_idx_0_spi_pu_star * * * * NEG 3 s Adel_col_pv_s_idx_2_spi_pv_star u_col_idx_2_del_col_pu_u_col_idx_0_spi_pu_star + + mass_u_sq NEG s * 1/2 reg_prop,+ * * * NEG 1/16 ^ g_4 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2 / * * * 1/144 i ^ g_2 + / * * i ^ g_2 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 32 i ^ g_2 + + + + * ^ 2 ^ 2 * * NEG 1/2 ^ 2 s_s * * 1/2 s_s * * NEG 1/2 ^ 2 s_s * * 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop
AntiPart u eps (X) s eta (X)^(*) to AntiPart u alpha (X)^(*) s beta (X),"Vertex V_1:s(X_2), s(X_4),  OffShell G(V_1), Vertex V_0:AntiPart u(X_1), AntiPart u(X_3),  OffShell G(V_0),",+ * * * NEG 1/4 i ^ g_2 gamma / * * lor_spi_spi gamma_lor_spi_col + * * * s s u_col_idx_4_spi_pv * * * * NEG 1/3 s s u_col_idx_4_spi_pv + + mass_u_sq NEG s * 1/2 reg_prop,+ * * * NEG 1/144 ^ g_4 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2 / * * * 1/16 i ^ g_2 + / * * i ^ g_2 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 32/9 i ^ g_2 + + + + * ^ 2 ^ 2 * * NEG 1/2 ^ 2 s_s * * 1/2 s_s * * NEG 1/2 ^ 2 s_s * * 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop
AntiPart u eps (X) AntiPart s eps (X) to AntiPart u eta (X)^(*) AntiPart s alpha (X)^(*),"Vertex V_1:AntiPart s(X_2), AntiPart s(X_4),  OffShell G(V_1), Vertex V_0:AntiPart u(X_1), AntiPart u(X_3),  OffShell G(V_0),",+ * * * NEG 1/4 i ^ g_2 gamma / * * lor_spi_spi gamma_lor_spi_col + * * * s s Gdel_col_pv_u_col_idx_1_spi_pv_u_col_idx_6_spi_pv_star * * * * NEG 1/3 s s_idx_7_del_col_pv_u_col_idx_6_spi_pv_u_col_idx_6_spi_pv_star + + mass_u_sq NEG s * 1/2 reg_prop,+ * * * NEG 1/144 ^ g_4 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2 / * * * 1/16 i ^ g_2 + / * * i ^ g_2 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 32/9 i ^ g_2 + + + + * ^ 2 ^ 2 * * NEG 1/2 ^ 2 s_s * * 1/2 s_s * * NEG 1/2 ^ 2 s_s * * 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop
u alpha (X)^(*) t beta (X)^(*) to u gam (X) t del (X),"Vertex V_1:t(X_2), t(X_4),  OffShell G(V_1), Vertex V_0:u(X_1), u(X_3),  OffShell G(V_0),",+ * * * 1/12 i ^ g_2 gamma / * * lor_spi_del_col gamma_lor_spi + * * * t_col_idx_2_spi_pu_star t_idx_2_del_col_pu_u_col_idx_1_spi_pu_star u_col_idx_1_spi_pu * * * * NEG 3 t_col_idx_1_spi_pu_star t_idx_2_del_col_pu_u_col_idx_2_spi_pu_star u_col_idx_1_spi_pu + + mass_u_sq NEG s * 1/2 reg_prop,+ * * * NEG 1/16 ^ g_4 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2 / * * * 1/144 i ^ g_2 + / * * i ^ g_2 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 32 i ^ g_2 + + + + * ^ 2 ^ 2 * * NEG 1/2 ^ 2 s_s * * 1/2 s_s * * NEG 1/2 ^ 2 s_s * * 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop
u alpha (X)^(*) AntiPart t eps (X) to u eta (X) AntiPart t alpha (X)^(*),"Vertex V_1:AntiPart t(X_2), AntiPart t(X_4),  OffShell G(V_1), Vertex V_0:u(X_1), u(X_3),  OffShell G(V_0),",+ * * * 1/12 i ^ g_2 gamma / * * lor_spi_del_col gamma_lor_spi_col + * * * t_idx_3_spi_pv_star t_col_idx_3_del_col_pv_u_col_idx_2_del_col_pu_u_col_idx_2_spi_pu_star * * * * NEG 3 t_idx_4_spi_pv_star t_col_idx_2_del_col_pv_u_col_idx_4_del_col_pu_u_col_idx_2_spi_pu_star + + mass_u_sq NEG s * 1/2 reg_prop,+ * * * NEG 1/16 ^ g_4 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2 / * * * 1/144 i ^ g_2 + / * * i ^ g_2 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 32 i ^ g_2 + + + + * ^ 2 ^ 2 * * NEG 1/2 ^ 2 s_s * * 1/2 s_s * * NEG 1/2 ^ 2 s_s * * 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop
AntiPart u eps (X) t eta (X)^(*) to AntiPart u alpha (X)^(*) t beta (X),"Vertex V_1:t(X_2), t(X_4),  OffShell G(V_1), Vertex V_0:AntiPart u(X_1), AntiPart u(X_3),  OffShell G(V_0),",+ * * * NEG 1/4 i ^ g_2 gamma / * * lor_spi b_spi_gamma_lor_spi + * * * t_idx_4 b_spi_pu_t_col_idx_6_spi_pu_star u_col_idx_4_spi_pv_star u_col_idx_6_spi_pv * * * * NEG 1/3 t_idx_7 b_spi_pu_t_col_idx_7_spi_pu_star u_col_idx_6_spi_pv_star u_col_idx_6_spi_pv + + mass_u_sq NEG s * 1/2 reg_prop,+ * * * NEG 1/144 ^ g_4 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2 / * * * 1/16 i ^ g_2 + / * * i ^ g_2 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 32/9 i ^ g_2 + + + + * ^ 2 ^ 2 * * NEG 1/2 ^ 2 s_s * * 1/2 s_s * * NEG 1/2 ^ 2 s_s * * 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop
AntiPart u eps (X) AntiPart t eps (X) to AntiPart u eta (X)^(*) AntiPart t alpha (X)^(*),"Vertex V_1:AntiPart t(X_2), AntiPart t(X_4),  OffShell G(V_1), Vertex V_0:AntiPart u(X_1), AntiPart u(X_3),  OffShell G(V_0),",+ * * * 1/12 i ^ g_2 gamma / * * lor_spi_del_col gamma_lor_spi + * * * t_idx_3_spi_pv_star t_col_idx_3_del_col_pv_u_col_idx_0_spi_pv_u_col_idx_0_spi_pv_star * * * * NEG 3 t_idx_2_spi_pv_star t_col Adel_col_pv_u_col_idx_2_spi_pv_u_col_idx_0_spi_pv_star + + mass_u_sq NEG s * 1/2 reg_prop,+ * * * NEG 1/16 ^ g_4 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2 / * * * 1/144 i ^ g_2 + / * * i ^ g_2 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 32 i ^ g_2 + + + + * ^ 2 ^ 2 * * NEG 1/2 ^ 2 s_s * * 1/2 s_s * * NEG 1/2 ^ 2 s_s * * 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop
u alpha (X)^(*) c beta (X)^(*) to u gam (X) c del (X),"Vertex V_0:c(X_2), c(X_4),  OffShell G(V_0), Vertex V_1:u(X_1), u(X_3),  OffShell G(V_1),",+ * * * 1/12 i ^ g_2 gamma / * * lor_spi_del_col gamma_lor_spi + * * * col_idx_5_spi_pu_star_idx_5_del_col_pu_u_col_idx_2_spi_pu_star u_col_idx_2_spi_pu * * * * NEG 3_col idx_2_spi_pu_star_idx_4_del_col_pu_u_col_idx_4_spi_pu_star u_col_idx_2_spi_pu + + mass_u_sq NEG s * 1/2 reg_prop,+ * * * NEG 1/16 ^ g_4 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2 / * * * 1/144 i ^ g_2 + / * * i ^ g_2 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 32 i ^ g_2 + + + + * ^ 2 ^ 2 * * NEG 1/2 ^ 2 s_s * * 1/2 s_s * * NEG 1/2 ^ 2 s_s * * 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop
u alpha (X)^(*) AntiPart c eps (X) to u eta (X) AntiPart c alpha (X)^(*),"Vertex V_0:AntiPart c(X_2), AntiPart c(X_4),  OffShell G(V_0), Vertex V_1:u(X_1), u(X_3),  OffShell G(V_1),",+ * * * NEG 1/4 i ^ g_2 gamma / * * lor_spi_del_col gamma_lor_spi_col + * * * col_idx_4_del_col_pv_idx_6_spi_pv_star u_col_idx_4_spi_pu_star u_col Gdel_col_pu * * * * NEG 1/3_col idx_4_del_col_pv_idx_4_spi_pv_star u_col_idx_6_spi_pu_star u_col Gdel_col_pu + + mass_u_sq NEG s * 1/2 reg_prop,+ * * * NEG 1/144 ^ g_4 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2 / * * * 1/16 i ^ g_2 + / * * i ^ g_2 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 32/9 i ^ g_2 + + + + * ^ 2 ^ 2 * * NEG 1/2 ^ 2 s_s * * 1/2 s_s * * NEG 1/2 ^ 2 s_s * * 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop
AntiPart u eps (X) c eta (X)^(*) to AntiPart u alpha (X)^(*) c beta (X),"Vertex V_0:c(X_2), c(X_4),  OffShell G(V_0), Vertex V_1:AntiPart u(X_1), AntiPart u(X_3),  OffShell G(V_1),",+ * * * 1/12 i ^ g_2 gamma / * * lor_spi_del_col gamma_lor_spi + * * * col_idx_7_spi_pu_star_idx_7_del_col_pu_u_col_idx_1_spi_pv_star u_col_idx_1_spi_pv * * * * NEG 3_col idx_1_spi_pu_star Gdel_col_pu_u_col_idx_6_spi_pv_star u_col_idx_1_spi_pv + + mass_u_sq NEG s * 1/2 reg_prop,+ * * * NEG 1/16 ^ g_4 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2 / * * * 1/144 i ^ g_2 + / * * i ^ g_2 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 32 i ^ g_2 + + + + * ^ 2 ^ 2 * * NEG 1/2 ^ 2 s_s * * 1/2 s_s * * NEG 1/2 ^ 2 s_s * * 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop
AntiPart u eps (X) AntiPart c eps (X) to AntiPart u eta (X)^(*) AntiPart c alpha (X)^(*),"Vertex V_0:AntiPart c(X_2), AntiPart c(X_4),  OffShell G(V_0), Vertex V_1:AntiPart u(X_1), AntiPart u(X_3),  OffShell G(V_1),",+ * * * 1/12 i ^ g_2 gamma / * * lor_spi_del_col gamma_lor_spi + * * * col_idx_4_del_col_pv_idx_4_spi_pv_star u_col_idx_2_spi_pv_u_col_idx_2_spi_pv_star * * * * NEG 3_col idx_2_del_col_pv_idx_4_spi_pv_star u_col_idx_4_spi_pv_u_col_idx_2_spi_pv_star + + mass_u_sq NEG s * 1/2 reg_prop,+ * * * NEG 1/16 ^ g_4 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2 / * * * 1/144 i ^ g_2 + / * * i ^ g_2 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 32 i ^ g_2 + + + + * ^ 2 ^ 2 * * NEG 1/2 ^ 2 s_s * * 1/2 s_s * * NEG 1/2 ^ 2 s_s * * 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop
u alpha (X)^(*) b beta (X)^(*) to u gam (X) b del (X),"Vertex V_1:b(X_2), b(X_4),  OffShell G(V_1), Vertex V_0:u(X_1), u(X_3),  OffShell G(V_0),",+ * * * NEG 1/4 i ^ g_2 gamma / * * lor_spi_del_col gamma_lor_spi + * * * col_idx_4_spi_pu_star Gdel_col_pu_u_col_idx_4_spi_pu_u_col_idx_6_spi_pu_star * * * * NEG 1/3_col idx_5_spi_pu_star_idx_5_del_col_pu_u_col_idx_6_spi_pu_u_col_idx_6_spi_pu_star + + mass_u_sq NEG s * 1/2 reg_prop,+ * * * NEG 1/144 ^ g_4 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2 / * * * 1/16 i ^ g_2 + / * * i ^ g_2 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 32/9 i ^ g_2 + + + + * ^ 2 ^ 2 * * NEG 1/2 ^ 2 s_s * * 1/2 s_s * * NEG 1/2 ^ 2 s_s * * 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop
u alpha (X)^(*) AntiPart b eps (X) to u eta (X) AntiPart b alpha (X)^(*),"Vertex V_1:AntiPart b(X_2), AntiPart b(X_4),  OffShell G(V_1), Vertex V_0:u(X_1), u(X_3),  OffShell G(V_0),",+ * * * 1/12 i ^ g_2 gamma / * * lor_spi_del_col gamma_lor_spi_col + * * * col_idx_7_del_col_pv_idx_7_spi_pv_star u_col_idx_1_spi_pu_star u_col_idx_1_del_col_pu * * * * NEG 3_col Gdel_col_pv_idx_1_spi_pv_star u_col_idx_6_spi_pu_star u_col_idx_1_del_col_pu + + mass_u_sq NEG s * 1/2 reg_prop,+ * * * NEG 1/16 ^ g_4 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2 / * * * 1/144 i ^ g_2 + / * * i ^ g_2 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 32 i ^ g_2 + + + + * ^ 2 ^ 2 * * NEG 1/2 ^ 2 s_s * * 1/2 s_s * * NEG 1/2 ^ 2 s_s * * 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop
AntiPart u eps (X) b eta (X)^(*) to AntiPart u alpha (X)^(*) b beta (X),"Vertex V_1:b(X_2), b(X_4),  OffShell G(V_1), Vertex V_0:AntiPart u(X_1), AntiPart u(X_3),  OffShell G(V_0),",+ * * * NEG 1/4 i ^ g_2 gamma / * * lor_spi b_spi_gamma_lor_spi + * * * idx_0_b_spi_pu_col_idx_2_spi_pu_star u_col_idx_0_spi_pv_star u_col_idx_2_spi_pv * * * * NEG 1/3 idx_idx_7 b_spi_pu_col_idx_7_spi_pu_star u_col_idx_2_spi_pv_star u_col_idx_2_spi_pv + + mass_u_sq NEG s * 1/2 reg_prop,+ * * * NEG 1/144 ^ g_4 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2 / * * * 1/16 i ^ g_2 + / * * i ^ g_2 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 32/9 i ^ g_2 + + + + * ^ 2 ^ 2 * * NEG 1/2 ^ 2 s_s * * 1/2 s_s * * NEG 1/2 ^ 2 s_s * * 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop
AntiPart u eps (X) AntiPart b eps (X) to AntiPart u eta (X)^(*) AntiPart b alpha (X)^(*),"Vertex V_1:AntiPart b(X_2), AntiPart b(X_4),  OffShell G(V_1), Vertex V_0:AntiPart u(X_1), AntiPart u(X_3),  OffShell G(V_0),",+ * * * NEG 1/4 i ^ g_2 gamma / * * lor_spi_del_col gamma_lor_spi + * * * idx_6_spi_pv_star_col_idx_4_del_col_pv_u_col_idx_4_spi_pv_star u_col_idx_6_spi_pv * * * * NEG 1/3 idx_7_spi_pv_star_col_idx_7_del_col_pv_u_col_idx_6_spi_pv_star u_col_idx_6_spi_pv + + mass_u_sq NEG s * 1/2 reg_prop,+ * * * NEG 1/144 ^ g_4 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2 / * * * 1/16 i ^ g_2 + / * * i ^ g_2 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 32/9 i ^ g_2 + + + + * ^ 2 ^ 2 * * NEG 1/2 ^ 2 s_s * * 1/2 s_s * * NEG 1/2 ^ 2 s_s * * 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop
